29.80,75.40
29.80,75.40
29.80,75.40
29.80,75.50
29.80,75.50
29.80,75.50
29.80,75.50
29.70,75.60
29.70,75.60
29.80,75.80
29.80,75.80
29.80,76.50
29.80,76.50
26.40,79.40
26.40,79.40
29.80,81.20
29.80,81.20
29.80,84.10
29.80,84.10
29.80,86.00
29.80,86.00
29.90,86.80
29.90,86.80
30.00,86.80
30.00,86.80
30.00,84.30
30.00,84.30
30.10,79.00
30.10,79.00
30.10,77.60
30.10,77.60
30.30,76.00
30.30,76.00
30.40,74.80
30.40,74.80
30.50,73.90
30.50,73.90
30.60,72.80
30.60,72.80
30.70,72.00
30.70,72.00
30.80,71.20
30.80,71.20
30.90,70.50
30.90,70.50
31.00,70.70
31.00,70.70
31.30,69.20
31.30,69.20
31.70,66.30
31.70,66.30
32.20,63.80
32.20,63.80
32.80,60.20
32.80,60.20
33.20,58.60
33.20,58.60
33.60,56.60
33.60,56.60
34.00,55.50
34.00,55.50
34.40,54.00
34.40,54.00
34.70,52.90
34.70,52.90
35.00,52.40
35.00,52.40
35.40,51.50
35.40,51.50
35.80,50.60
35.80,50.60
36.00,49.70
36.00,49.70
36.10,50.00
36.10,50.00
36.40,49.40
36.40,49.40
36.60,49.00
36.60,49.00
36.80,48.60
36.80,48.60
37.00,48.80
37.00,48.80
37.10,48.40
37.10,48.40
37.20,48.20
37.20,48.20
37.30,48.00
37.30,48.00
37.30,47.90
37.30,47.90
37.50,47.70
37.50,47.70
37.60,47.50
37.60,47.50
37.70,47.30
37.70,47.30
37.80,47.20
37.80,47.20
37.90,47.00
37.90,47.00
25.70,47.00
25.70,47.00
37.80,47.60
37.80,47.60
37.60,48.00
37.60,48.00
37.40,48.70
37.40,48.70
37.20,49.60
37.20,49.60
37.10,50.50
37.10,50.50
36.80,50.10
36.80,50.10
36.60,50.80
36.60,50.80
36.40,52.40
36.40,52.40
36.20,53.10
36.20,53.10
35.30,53.70
35.30,53.70
35.90,53.00
35.90,53.00
35.70,54.60
35.70,54.60
35.60,55.20
35.60,55.20
35.50,55.70
35.50,55.70
35.30,56.20
35.30,56.20
35.20,56.70
35.20,56.70
35.10,57.10
35.10,57.10
35.00,57.40
35.00,57.40
34.90,57.30
34.90,57.30
34.80,57.60
34.80,57.60
34.80,57.60
34.60,58.30
34.60,58.30
34.50,58.60
34.50,58.60
34.40,59.00
34.40,59.00
34.40,59.10
34.40,59.10
34.30,59.40
34.30,59.40
34.20,59.70
34.20,59.70
34.10,59.90
34.10,59.90
34.00,59.50
34.00,59.50
34.00,60.60
34.00,60.60
34.00,60.80
34.00,60.80
33.90,60.70
33.90,60.70
33.80,60.80
33.80,60.80
33.80,61.00
33.80,61.00
33.70,61.40
33.70,61.40
33.70,61.40
33.70,61.40
33.60,61.60
33.60,61.60
33.60,61.80
33.60,61.80
33.50,62.00
33.50,62.00
33.50,62.00
33.40,62.60
33.40,62.60
33.40,62.60
33.40,62.60
33.30,62.70
33.30,62.70
33.30,62.80
33.30,62.80
33.30,62.90
33.30,62.90
33.30,63.10
33.30,63.10
33.20,63.20
33.20,63.20
33.10,63.30
33.10,63.30
33.10,63.50
33.10,63.50
33.10,63.50
33.10,63.50
33.00,63.80
33.00,63.80
33.00,63.50
33.00,63.50
33.00,63.90
33.00,63.90
33.00,64.10
33.00,64.10
32.90,63.40
32.90,63.40
33.00,64.20
33.00,64.20
32.90,63.70
32.90,63.70
32.90,63.80
32.90,63.80
32.80,64.00
32.80,64.00
32.80,64.20
32.80,64.20
32.80,64.10
32.80,64.10
32.70,64.20
32.70,64.20
32.70,64.30
32.70,64.30
32.70,64.40
32.70,64.40
32.60,64.60
32.60,64.60
32.60,64.70
32.60,64.70
32.60,64.90
32.60,64.90
32.50,65.00
32.50,65.00
32.50,65.00
32.50,65.00
32.50,65.00
32.40,64.90
32.40,64.90
32.40,65.40
32.40,65.40
32.40,65.70
32.40,65.70
32.30,65.80
32.30,65.80
32.30,65.90
32.30,65.90
32.30,66.10
32.30,66.10
32.20,66.10
32.20,66.10
32.20,66.30
32.20,66.30
32.20,66.60
32.20,66.60
32.20,66.40
32.20,66.40
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.50
32.10,66.50
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.60
32.10,66.70
32.10,66.70
32.10,67.00
32.10,67.00
32.00,66.70
32.00,66.70
32.10,66.90
32.10,66.90
32.00,66.80
32.00,66.80
32.00,65.90
32.00,65.90
32.00,67.00
32.00,67.00
32.00,66.90
32.00,66.90
32.00,67.00
32.00,67.00
32.00,67.30
32.00,67.30
32.00,67.00
32.00,67.00
32.00,67.20
32.00,67.20
31.90,66.60
31.90,66.60
31.90,66.70
31.90,66.70
31.90,66.90
31.90,66.90
31.90,66.90
31.90,66.90
31.90,66.90
31.90,66.90
31.90,67.00
31.90,67.00
31.90,67.00
31.90,67.00
31.80,67.20
31.80,67.20
