31.80,67.30
31.80,67.30
31.80,67.10
31.80,67.10
31.90,67.20
31.90,67.20
31.80,67.10
31.80,67.10
31.90,67.10
31.90,67.10
31.90,67.20
31.90,67.20
31.80,67.00
31.80,67.00
31.80,66.20
31.80,66.20
31.90,67.30
31.90,67.30
31.80,67.20
31.80,67.20
31.80,67.30
31.80,67.30
31.80,67.30
31.80,67.30
31.80,67.20
31.80,67.20
31.90,67.20
31.90,67.20
31.80,67.00
31.80,67.00
31.90,66.90
31.90,66.90
31.90,66.90
31.90,66.90
31.90,66.70
31.90,66.70
31.90,66.70
31.90,66.70
31.90,67.50
31.90,67.50
31.90,73.80
31.90,73.80
31.80,79.80
31.80,79.80
31.80,83.90
31.80,83.90
31.80,86.60
31.80,86.60
31.80,88.50
31.80,88.50
31.90,89.60
31.90,89.60
31.90,90.60
31.90,90.60
32.00,91.70
32.00,91.70
32.00,91.80
32.00,91.80
32.00,91.30
32.00,91.30
32.10,92.20
32.10,92.20
32.10,92.10
32.10,92.10
32.20,92.30
32.20,92.30
32.20,92.30
32.20,92.30
32.30,92.40
32.30,92.40
32.40,92.40
32.40,92.40
32.40,92.40
32.40,92.40
32.50,92.50
32.50,92.50
32.50,92.30
32.50,92.30
32.60,92.20
32.60,92.20
32.70,92.00
32.70,92.00
32.80,92.00
32.80,92.00
32.80,92.00
32.80,92.00
32.80,91.80
32.80,91.80
32.90,91.60
32.90,91.60
32.90,91.40
32.90,91.40
33.00,91.00
33.00,91.00
33.10,91.60
33.10,91.60
33.10,91.60
33.10,91.60
33.10,91.30
33.10,91.30
33.20,90.90
33.20,90.90
33.20,90.80
33.20,90.80
33.30,90.40
33.30,90.40
33.20,82.50
33.20,82.50
33.10,73.10
33.10,73.10
32.90,68.20
32.90,68.20
32.80,66.30
32.80,66.30
32.60,65.50
32.60,65.50
32.50,65.40
32.50,65.40
32.40,65.50
32.40,65.50
32.30,65.60
32.30,65.60
32.10,66.10
32.10,66.10
32.00,66.50
32.00,66.50
31.90,66.40
31.90,66.40
31.70,66.90
31.70,66.90
31.60,67.30
31.60,67.30
31.60,67.60
31.60,67.60
31.50,68.00
31.50,68.00
31.40,68.20
31.40,68.20
31.30,68.70
31.30,68.70
31.20,69.10
31.20,69.10
31.10,69.40
31.10,69.40
31.10,69.70
31.10,69.70
31.00,70.20
31.00,70.20
30.90,69.70
30.90,69.70
30.80,70.20
30.80,70.20
30.80,70.40
30.80,70.40
30.70,70.70
30.70,70.70
30.60,71.20
30.60,71.20
30.60,71.40
30.60,71.40
30.60,71.60
30.60,71.60
30.50,71.90
30.50,71.90
30.50,72.00
30.50,72.00
30.40,72.40
30.40,72.40
30.40,72.50
30.40,72.50
30.40,72.60
30.40,72.60
30.40,72.60
30.40,72.60
30.20,73.30
30.20,73.30
30.20,73.50
30.20,73.50
30.10,73.70
30.10,73.70
30.10,73.90
30.10,73.90
30.00,74.20
30.00,74.20
30.00,74.20
30.00,74.20
30.00,74.50
30.00,74.50
30.00,74.00
30.00,74.00
29.90,74.20
29.90,74.20
29.90,74.50
29.90,74.50
29.90,74.50
29.90,74.50
29.80,74.70
29.80,74.70
29.80,74.90
29.80,74.90
29.80,77.20
29.80,77.20
29.80,77.20
29.90,82.60
29.90,82.60
29.90,83.00
29.90,83.00
30.00,84.30
30.00,84.30
36.30,84.50
36.30,84.50
30.10,84.40
30.10,84.40
30.30,84.50
30.30,84.50
30.40,83.00
30.40,83.00
30.40,83.70
30.40,83.70
30.50,83.00
30.50,83.00
30.60,82.70
30.60,82.70
26.20,82.20
26.20,82.20
30.80,81.50
30.80,81.50
31.00,81.30
31.00,81.30
31.10,81.10
31.10,81.10
31.10,80.00
31.10,80.00
31.20,78.70
31.20,78.70
31.30,78.40
31.30,78.40
31.40,78.30
31.40,78.30
31.50,76.00
31.50,76.00
31.60,74.40
31.60,74.40
31.70,73.20
31.70,73.20
31.80,72.50
31.80,72.50
31.80,71.10
31.80,71.10
31.80,69.70
31.80,69.70
31.80,69.10
31.80,69.10
31.80,68.70
31.80,68.70
31.70,68.60
31.70,68.60
31.70,68.70
31.70,68.70
31.60,68.80
31.60,68.80
31.60,69.00
31.60,69.00
31.50,68.20
31.50,68.20
31.50,69.40
31.50,69.40
31.40,69.60
31.40,69.60
31.30,69.80
31.30,69.80
31.30,70.00
31.30,70.00
31.20,69.50
31.20,69.50
31.10,70.60
31.10,70.60
31.10,71.00
31.10,71.00
31.00,71.30
31.00,71.30
31.00,71.30
31.00,71.30
30.90,70.90
30.90,70.90
30.90,71.00
30.90,71.00
30.90,71.10
30.90,71.10
30.80,71.30
